n_numbers, 1000
start, 1
end, 1000000000000000
test_repeats, 100
number_type, g:0.5
variant, 2
seed, 92472
group_range, Probabilistisch, n=1000, start=1, end=1000000000000000
group_range, Lucas, n=10, start=1, end=1000
group_range, Langsam, n=10, start=1, end=1000
group_range, Proth-Tests, n=10, start=1, end=1000
group_range, Pocklington-Tests, n=10, start=1, end=1000
group_range, Rao, n=10, start=1, end=1000
group_range, Ramzy, n=10, start=1, end=1000
group_range, Fermat-Zahlen, n=10, start=1, end=1000
group_range, Mersenne-Zahlen, n=10, start=1, end=1000

test_avg, Fermat (k = 1), avg_false_positive=0.002, avg_false_negative=0.000, avg_error_rate=0.002, avg_best_time=0.032 ms, avg_avg_time=0.036 ms, avg_worst_time=0.127 ms, avg_std_dev=0.010
test_avg, Miller-Selfridge-Rabin (k = 1), avg_false_positive=0.001, avg_false_negative=0.000, avg_error_rate=0.001, avg_best_time=0.044 ms, avg_avg_time=0.049 ms, avg_worst_time=0.142 ms, avg_std_dev=0.011
test_avg, Solovay-Strassen (k = 1), avg_false_positive=0.002, avg_false_negative=0.000, avg_error_rate=0.002, avg_best_time=0.010 ms, avg_avg_time=0.010 ms, avg_worst_time=0.028 ms, avg_std_dev=0.002

Gruppe,Test,Zahl,Ergebnis,true_prime,is_error,false_positive,false_negative,error_rate,best_time,avg_time,worst_time,std_dev,a_values,other_fields,reason
Probabilistisch,Fermat (k = 1),2,prime,True,False,False,False,0,0.000 ms,0.000 ms,0.004 ms,0.000 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),3,prime,True,False,False,False,0,0.032 ms,0.043 ms,0.484 ms,0.050 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),5,prime,True,False,False,False,0,0.031 ms,0.034 ms,0.084 ms,0.005 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),7,prime,True,False,False,False,0,0.031 ms,0.035 ms,0.094 ms,0.008 ms,"[(5, True, True)]",,
Probabilistisch,Fermat (k = 1),11,prime,True,False,False,False,0,0.031 ms,0.036 ms,0.102 ms,0.008 ms,"[(9, True, True)]",,
Probabilistisch,Fermat (k = 1),13,prime,True,False,False,False,0,0.032 ms,0.034 ms,0.092 ms,0.006 ms,"[(7, True, True)]",,
Probabilistisch,Fermat (k = 1),15,composite,False,False,False,False,0,0.032 ms,0.060 ms,0.371 ms,0.054 ms,"[(2, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),17,prime,True,False,False,False,0,0.033 ms,0.045 ms,0.210 ms,0.024 ms,"[(4, True, True)]",,
Probabilistisch,Fermat (k = 1),19,prime,True,False,False,False,0,0.032 ms,0.035 ms,0.083 ms,0.005 ms,"[(4, True, True)]",,
Probabilistisch,Fermat (k = 1),21,composite,False,False,False,False,0,0.033 ms,0.054 ms,0.148 ms,0.019 ms,"[(3, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),23,prime,True,False,False,False,0,0.033 ms,0.055 ms,0.250 ms,0.025 ms,"[(10, True, True)]",,
Probabilistisch,Fermat (k = 1),29,prime,True,False,False,False,0,0.033 ms,0.050 ms,0.135 ms,0.013 ms,"[(4, True, True)]",,
Probabilistisch,Fermat (k = 1),31,prime,True,False,False,False,0,0.032 ms,0.036 ms,0.101 ms,0.009 ms,"[(7, True, True)]",,
Probabilistisch,Fermat (k = 1),33,composite,False,False,False,False,0,0.032 ms,0.035 ms,0.105 ms,0.007 ms,"[(6, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),35,composite,False,False,False,False,0,0.032 ms,0.035 ms,0.089 ms,0.006 ms,"[(8, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),37,prime,True,False,False,False,0,0.033 ms,0.035 ms,0.068 ms,0.004 ms,"[(31, True, True)]",,
Probabilistisch,Fermat (k = 1),39,composite,False,False,False,False,0,0.032 ms,0.035 ms,0.082 ms,0.005 ms,"[(22, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),41,prime,True,False,False,False,0,0.032 ms,0.034 ms,0.068 ms,0.004 ms,"[(23, True, True)]",,
Probabilistisch,Fermat (k = 1),43,prime,True,False,False,False,0,0.032 ms,0.035 ms,0.078 ms,0.005 ms,"[(28, True, True)]",,
Probabilistisch,Fermat (k = 1),45,composite,False,False,False,False,0,0.032 ms,0.034 ms,0.067 ms,0.003 ms,"[(22, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),47,prime,True,False,False,False,0,0.032 ms,0.035 ms,0.083 ms,0.005 ms,"[(14, True, True)]",,
Probabilistisch,Fermat (k = 1),51,composite,False,False,False,False,0,0.032 ms,0.035 ms,0.081 ms,0.005 ms,"[(44, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),53,prime,True,False,False,False,0,0.031 ms,0.037 ms,0.180 ms,0.016 ms,"[(28, True, True)]",,
