n_numbers, 1000
start, 1
end, 1000000000000000
test_repeats, 100
number_type, g:0.5
variant, 2
seed, 10176
group_range, Probabilistisch, n=1000, start=1, end=1000000000000000
group_range, Lucas, n=10, start=1, end=1000
group_range, Langsam, n=10, start=1, end=1000
group_range, Proth-Tests, n=10, start=1, end=1000
group_range, Pocklington-Tests, n=10, start=1, end=1000
group_range, Rao, n=10, start=1, end=1000
group_range, Ramzy, n=10, start=1, end=1000
group_range, Fermat-Zahlen, n=10, start=1, end=1000
group_range, Mersenne-Zahlen, n=10, start=1, end=1000

test_avg, Fermat (k = 1), avg_false_positive=0.006, avg_false_negative=0.000, avg_error_rate=0.006, avg_best_time=0.033 ms, avg_avg_time=0.038 ms, avg_worst_time=0.172 ms, avg_std_dev=0.016
test_avg, Miller-Selfridge-Rabin (k = 1), avg_false_positive=0.003, avg_false_negative=0.000, avg_error_rate=0.003, avg_best_time=0.046 ms, avg_avg_time=0.052 ms, avg_worst_time=0.176 ms, avg_std_dev=0.016
test_avg, Solovay-Strassen (k = 1), avg_false_positive=0.004, avg_false_negative=0.000, avg_error_rate=0.004, avg_best_time=0.010 ms, avg_avg_time=0.011 ms, avg_worst_time=0.034 ms, avg_std_dev=0.003

Gruppe,Test,Zahl,Ergebnis,true_prime,is_error,false_positive,false_negative,error_rate,best_time,avg_time,worst_time,std_dev,a_values,other_fields,reason
Probabilistisch,Fermat (k = 1),2,prime,True,False,False,False,0,0.000 ms,0.000 ms,0.002 ms,0.000 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),3,prime,True,False,False,False,0,0.031 ms,0.036 ms,0.224 ms,0.019 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),5,prime,True,False,False,False,0,0.030 ms,0.034 ms,0.104 ms,0.009 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),7,prime,True,False,False,False,0,0.031 ms,0.034 ms,0.096 ms,0.008 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),11,prime,True,False,False,False,0,0.031 ms,0.049 ms,0.818 ms,0.080 ms,"[(7, True, True)]",,
Probabilistisch,Fermat (k = 1),13,prime,True,False,False,False,0,0.030 ms,0.038 ms,0.179 ms,0.020 ms,"[(12, True, True)]",,
Probabilistisch,Fermat (k = 1),15,composite,False,False,False,False,0,0.030 ms,0.043 ms,0.162 ms,0.025 ms,"[(5, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),17,prime,True,False,False,False,0,0.031 ms,0.039 ms,0.370 ms,0.035 ms,"[(14, True, True)]",,
Probabilistisch,Fermat (k = 1),19,prime,True,False,False,False,0,0.032 ms,0.042 ms,0.259 ms,0.027 ms,"[(4, True, True)]",,
Probabilistisch,Fermat (k = 1),21,composite,False,False,False,False,0,0.030 ms,0.040 ms,0.165 ms,0.019 ms,"[(6, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),23,prime,True,False,False,False,0,0.030 ms,0.036 ms,0.112 ms,0.010 ms,"[(18, True, True)]",,
Probabilistisch,Fermat (k = 1),29,prime,True,False,False,False,0,0.032 ms,0.040 ms,0.289 ms,0.032 ms,"[(12, True, True)]",,
Probabilistisch,Fermat (k = 1),31,prime,True,False,False,False,0,0.031 ms,0.040 ms,0.186 ms,0.023 ms,"[(3, True, True)]",,
Probabilistisch,Fermat (k = 1),33,composite,False,False,False,False,0,0.032 ms,0.043 ms,0.200 ms,0.022 ms,"[(26, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),35,composite,False,False,False,False,0,0.033 ms,0.053 ms,0.377 ms,0.042 ms,"[(17, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),37,prime,True,False,False,False,0,0.032 ms,0.039 ms,0.210 ms,0.019 ms,"[(24, True, True)]",,
Probabilistisch,Fermat (k = 1),39,composite,False,False,False,False,0,0.032 ms,0.037 ms,0.083 ms,0.008 ms,"[(15, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),41,prime,True,False,False,False,0,0.032 ms,0.034 ms,0.081 ms,0.005 ms,"[(11, True, True)]",,
Probabilistisch,Fermat (k = 1),43,prime,True,False,False,False,0,0.032 ms,0.040 ms,0.239 ms,0.021 ms,"[(41, True, True)]",,
Probabilistisch,Fermat (k = 1),45,prime,False,True,True,False,1.0,0.032 ms,0.034 ms,0.081 ms,0.005 ms,"[(19, True, True)]",,
Probabilistisch,Fermat (k = 1),47,prime,True,False,False,False,0,0.031 ms,0.034 ms,0.077 ms,0.005 ms,"[(21, True, True)]",,
Probabilistisch,Fermat (k = 1),51,composite,False,False,False,False,0,0.032 ms,0.035 ms,0.083 ms,0.006 ms,"[(42, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),53,prime,True,False,False,False,0,0.031 ms,0.034 ms,0.092 ms,0.006 ms,"[(36, True, True)]",,
Probabilistisch,Fermat (k = 1),55,composite,False,False,False,False,0,0.031 ms,0.033 ms,0.064 ms,0.003 ms,"[(33, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),57,composite,False,False,False,False,0,0.031 ms,0.033 ms,0.062 ms,0.003 ms,"[(3, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),59,prime,True,False,False,False,0,0.032 ms,0.035 ms,0.082 ms,0.007 ms,"[(41, True, True)]",,
Probabilistisch,Fermat (k = 1),61,prime,True,False,False,False,0,0.032 ms,0.034 ms,0.072 ms,0.004 ms,"[(12, True, True)]",,
Probabilistisch,Fermat (k = 1),63,composite,False,False,False,False,0,0.031 ms,0.034 ms,0.101 ms,0.008 ms,"[(30, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),65,composite,False,False,False,False,0,0.031 ms,0.033 ms,0.062 ms,0.003 ms,"[(13, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),67,prime,True,False,False,False,0,0.032 ms,0.035 ms,0.159 ms,0.013 ms,"[(30, True, True)]",,
Probabilistisch,Fermat (k = 1),69,composite,False,False,False,False,0,0.031 ms,0.035 ms,0.083 ms,0.008 ms,"[(64, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),71,prime,True,False,False,False,0,0.032 ms,0.035 ms,0.080 ms,0.006 ms,"[(36, True, True)]",,
Probabilistisch,Fermat (k = 1),73,prime,True,False,False,False,0,0.031 ms,0.034 ms,0.078 ms,0.005 ms,"[(61, True, True)]",,
Probabilistisch,Fermat (k = 1),75,composite,False,False,False,False,0,0.031 ms,0.034 ms,0.071 ms,0.004 ms,"[(71, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),77,composite,False,False,False,False,0,0.031 ms,0.035 ms,0.111 ms,0.009 ms,"[(28, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),79,prime,True,False,False,False,0,0.032 ms,0.034 ms,0.073 ms,0.005 ms,"[(26, True, True)]",,
Probabilistisch,Fermat (k = 1),83,prime,True,False,False,False,0,0.031 ms,0.034 ms,0.067 ms,0.004 ms,"[(12, True, True)]",,
Probabilistisch,Fermat (k = 1),85,composite,False,False,False,False,0,0.032 ms,0.035 ms,0.099 ms,0.007 ms,"[(20, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),87,composite,False,False,False,False,0,0.031 ms,0.034 ms,0.092 ms,0.006 ms,"[(13, True, False)]",,a^{n-1} ≠ 1
