n_numbers, 1000
start, 1
end, 1000000000000000
test_repeats, 100
number_type, g:0.5
variant, 2
seed, 10176
group_range, Probabilistisch, n=1000, start=1, end=1000000000000000
group_range, Lucas, n=10, start=1, end=1000
group_range, Langsam, n=10, start=1, end=1000
group_range, Proth-Tests, n=10, start=1, end=1000
group_range, Pocklington-Tests, n=10, start=1, end=1000
group_range, Rao, n=10, start=1, end=1000
group_range, Ramzy, n=10, start=1, end=1000
group_range, Fermat-Zahlen, n=10, start=1, end=1000
group_range, Mersenne-Zahlen, n=10, start=1, end=1000

test_avg, Fermat (k = 2), avg_false_positive=0.001, avg_false_negative=0.000, avg_error_rate=0.001, avg_best_time=0.051 ms, avg_avg_time=0.059 ms, avg_worst_time=0.237 ms, avg_std_dev=0.022
test_avg, Miller-Selfridge-Rabin (k = 2), avg_false_positive=0.000, avg_false_negative=0.000, avg_error_rate=0.000, avg_best_time=0.065 ms, avg_avg_time=0.074 ms, avg_worst_time=0.243 ms, avg_std_dev=0.022
test_avg, Solovay-Strassen (k = 2), avg_false_positive=0.002, avg_false_negative=0.000, avg_error_rate=0.002, avg_best_time=0.015 ms, avg_avg_time=0.017 ms, avg_worst_time=0.050 ms, avg_std_dev=0.004

Gruppe,Test,Zahl,Ergebnis,true_prime,is_error,false_positive,false_negative,error_rate,best_time,avg_time,worst_time,std_dev,a_values,other_fields,reason
Probabilistisch,Fermat (k = 2),2,prime,True,False,False,False,0,0.000 ms,0.000 ms,0.004 ms,0.000 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 2),3,prime,True,False,False,False,0,0.066 ms,0.078 ms,0.302 ms,0.034 ms,"[(2, True, True), (2, True, True)]",,
Probabilistisch,Fermat (k = 2),5,prime,True,False,False,False,0,0.065 ms,0.076 ms,0.296 ms,0.028 ms,"[(2, True, True), (4, True, True)]",,
Probabilistisch,Fermat (k = 2),7,prime,True,False,False,False,0,0.065 ms,0.072 ms,0.157 ms,0.011 ms,"[(2, True, True), (6, True, True)]",,
Probabilistisch,Fermat (k = 2),11,prime,True,False,False,False,0,0.064 ms,0.069 ms,0.113 ms,0.006 ms,"[(7, True, True), (6, True, True)]",,
Probabilistisch,Fermat (k = 2),13,prime,True,False,False,False,0,0.064 ms,0.079 ms,0.326 ms,0.031 ms,"[(12, True, True), (6, True, True)]",,
Probabilistisch,Fermat (k = 2),15,composite,False,False,False,False,0,0.032 ms,0.038 ms,0.096 ms,0.010 ms,"[(5, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 2),17,prime,True,False,False,False,0,0.067 ms,0.089 ms,0.212 ms,0.032 ms,"[(14, True, True), (8, True, True)]",,
Probabilistisch,Fermat (k = 2),19,prime,True,False,False,False,0,0.063 ms,0.070 ms,0.140 ms,0.010 ms,"[(4, True, True), (4, True, True)]",,
Probabilistisch,Fermat (k = 2),21,composite,False,False,False,False,0,0.031 ms,0.036 ms,0.090 ms,0.010 ms,"[(6, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 2),23,prime,True,False,False,False,0,0.066 ms,0.072 ms,0.159 ms,0.012 ms,"[(18, True, True), (17, True, True)]",,
Probabilistisch,Fermat (k = 2),29,prime,True,False,False,False,0,0.065 ms,0.073 ms,0.158 ms,0.013 ms,"[(12, True, True), (4, True, True)]",,
Probabilistisch,Fermat (k = 2),31,prime,True,False,False,False,0,0.065 ms,0.071 ms,0.147 ms,0.013 ms,"[(3, True, True), (29, True, True)]",,
Probabilistisch,Fermat (k = 2),33,composite,False,False,False,False,0,0.032 ms,0.035 ms,0.096 ms,0.006 ms,"[(26, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 2),35,composite,False,False,False,False,0,0.033 ms,0.036 ms,0.076 ms,0.005 ms,"[(17, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 2),37,prime,True,False,False,False,0,0.065 ms,0.070 ms,0.127 ms,0.009 ms,"[(24, True, True), (5, True, True)]",,
Probabilistisch,Fermat (k = 2),39,composite,False,False,False,False,0,0.032 ms,0.035 ms,0.084 ms,0.006 ms,"[(15, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 2),41,prime,True,False,False,False,0,0.066 ms,0.078 ms,0.397 ms,0.040 ms,"[(11, True, True), (38, True, True)]",,
Probabilistisch,Fermat (k = 2),43,prime,True,False,False,False,0,0.066 ms,0.076 ms,0.221 ms,0.021 ms,"[(41, True, True), (10, True, True)]",,
Probabilistisch,Fermat (k = 2),45,composite,False,False,False,False,0,0.067 ms,0.091 ms,0.536 ms,0.060 ms,"[(19, True, True), (18, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 2),47,prime,True,False,False,False,0,0.067 ms,0.097 ms,0.481 ms,0.068 ms,"[(21, True, True), (36, True, True)]",,
Probabilistisch,Fermat (k = 2),51,composite,False,False,False,False,0,0.033 ms,0.045 ms,0.211 ms,0.023 ms,"[(42, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 2),53,prime,True,False,False,False,0,0.066 ms,0.086 ms,0.315 ms,0.040 ms,"[(36, True, True), (40, True, True)]",,
Probabilistisch,Fermat (k = 2),55,composite,False,False,False,False,0,0.032 ms,0.035 ms,0.109 ms,0.008 ms,"[(33, False, None)]",,ggT ≠ 1
