n_numbers, 1000
start, 1
end, 1000000000000000
test_repeats, 100
number_type, g:0.5
variant, 2
seed, 16117
group_range, Probabilistisch, n=1000, start=1, end=1000000000000000
group_range, Lucas, n=10, start=1, end=1000
group_range, Langsam, n=10, start=1, end=1000
group_range, Proth-Tests, n=10, start=1, end=1000
group_range, Pocklington-Tests, n=10, start=1, end=1000
group_range, Rao, n=10, start=1, end=1000
group_range, Ramzy, n=10, start=1, end=1000
group_range, Fermat-Zahlen, n=10, start=1, end=1000
group_range, Mersenne-Zahlen, n=10, start=1, end=1000

test_avg, Fermat (k = 2), avg_false_positive=0.000, avg_false_negative=0.000, avg_error_rate=0.000, avg_best_time=0.050 ms, avg_avg_time=0.056 ms, avg_worst_time=0.226 ms, avg_std_dev=0.020
test_avg, Miller-Selfridge-Rabin (k = 2), avg_false_positive=0.000, avg_false_negative=0.000, avg_error_rate=0.000, avg_best_time=0.065 ms, avg_avg_time=0.072 ms, avg_worst_time=0.226 ms, avg_std_dev=0.019
test_avg, Solovay-Strassen (k = 2), avg_false_positive=0.000, avg_false_negative=0.000, avg_error_rate=0.000, avg_best_time=0.016 ms, avg_avg_time=0.017 ms, avg_worst_time=0.043 ms, avg_std_dev=0.003

Gruppe,Test,Zahl,Ergebnis,true_prime,is_error,false_positive,false_negative,error_rate,best_time,avg_time,worst_time,std_dev,a_values,other_fields,reason
Probabilistisch,Fermat (k = 2),2,prime,True,False,False,False,0,0.000 ms,0.000 ms,0.003 ms,0.000 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 2),3,prime,True,False,False,False,0,0.065 ms,0.081 ms,0.507 ms,0.059 ms,"[(2, True, True), (2, True, True)]",,
Probabilistisch,Fermat (k = 2),5,prime,True,False,False,False,0,0.066 ms,0.076 ms,0.204 ms,0.020 ms,"[(3, True, True), (4, True, True)]",,
Probabilistisch,Fermat (k = 2),7,prime,True,False,False,False,0,0.066 ms,0.072 ms,0.165 ms,0.012 ms,"[(2, True, True), (5, True, True)]",,
Probabilistisch,Fermat (k = 2),11,prime,True,False,False,False,0,0.065 ms,0.072 ms,0.159 ms,0.014 ms,"[(6, True, True), (4, True, True)]",,
Probabilistisch,Fermat (k = 2),13,prime,True,False,False,False,0,0.064 ms,0.070 ms,0.142 ms,0.009 ms,"[(3, True, True), (8, True, True)]",,
Probabilistisch,Fermat (k = 2),15,composite,False,False,False,False,0,0.033 ms,0.037 ms,0.111 ms,0.010 ms,"[(13, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 2),17,prime,True,False,False,False,0,0.064 ms,0.073 ms,0.176 ms,0.017 ms,"[(13, True, True), (15, True, True)]",,
Probabilistisch,Fermat (k = 2),19,prime,True,False,False,False,0,0.066 ms,0.073 ms,0.142 ms,0.013 ms,"[(7, True, True), (6, True, True)]",,
Probabilistisch,Fermat (k = 2),21,composite,False,False,False,False,0,0.033 ms,0.037 ms,0.091 ms,0.009 ms,"[(9, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 2),23,prime,True,False,False,False,0,0.065 ms,0.074 ms,0.214 ms,0.020 ms,"[(11, True, True), (14, True, True)]",,
Probabilistisch,Fermat (k = 2),29,prime,True,False,False,False,0,0.065 ms,0.076 ms,0.211 ms,0.026 ms,"[(18, True, True), (27, True, True)]",,
Probabilistisch,Fermat (k = 2),31,prime,True,False,False,False,0,0.065 ms,0.072 ms,0.138 ms,0.011 ms,"[(29, True, True), (29, True, True)]",,
Probabilistisch,Fermat (k = 2),33,composite,False,False,False,False,0,0.033 ms,0.035 ms,0.099 ms,0.007 ms,"[(16, True, False)]",,a^{n-1} ≠ 1
