n_numbers, 1000
start, 1
end, 1000000000000000
test_repeats, 100
number_type, g:0.5
variant, 2
seed, 22026
group_range, Probabilistisch, n=1000, start=1, end=1000000000000000
group_range, Lucas, n=10, start=1, end=1000
group_range, Langsam, n=10, start=1, end=1000
group_range, Proth-Tests, n=10, start=1, end=1000
group_range, Pocklington-Tests, n=10, start=1, end=1000
group_range, Rao, n=10, start=1, end=1000
group_range, Ramzy, n=10, start=1, end=1000
group_range, Fermat-Zahlen, n=10, start=1, end=1000
group_range, Mersenne-Zahlen, n=10, start=1, end=1000

test_avg, Fermat (k = 1), avg_false_positive=0.008, avg_false_negative=0.000, avg_error_rate=0.008, avg_best_time=0.091 ms, avg_avg_time=0.141 ms, avg_worst_time=0.853 ms, avg_std_dev=0.099
test_avg, Miller-Selfridge-Rabin (k = 1), avg_false_positive=0.004, avg_false_negative=0.000, avg_error_rate=0.004, avg_best_time=0.118 ms, avg_avg_time=0.164 ms, avg_worst_time=0.609 ms, avg_std_dev=0.075
test_avg, Solovay-Strassen (k = 1), avg_false_positive=0.001, avg_false_negative=0.000, avg_error_rate=0.001, avg_best_time=0.026 ms, avg_avg_time=0.035 ms, avg_worst_time=0.185 ms, avg_std_dev=0.021

Gruppe,Test,Zahl,Ergebnis,true_prime,is_error,false_positive,false_negative,error_rate,best_time,avg_time,worst_time,std_dev,a_values,other_fields,reason
Probabilistisch,Fermat (k = 1),2,prime,True,False,False,False,0,0.001 ms,0.001 ms,0.009 ms,0.001 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),3,prime,True,False,False,False,0,0.105 ms,0.180 ms,1.100 ms,0.127 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),5,prime,True,False,False,False,0,0.101 ms,0.180 ms,0.542 ms,0.100 ms,"[(4, True, True)]",,
Probabilistisch,Fermat (k = 1),7,prime,True,False,False,False,0,0.101 ms,0.237 ms,1.592 ms,0.237 ms,"[(3, True, True)]",,
Probabilistisch,Fermat (k = 1),11,prime,True,False,False,False,0,0.093 ms,0.182 ms,1.387 ms,0.195 ms,"[(9, True, True)]",,
Probabilistisch,Fermat (k = 1),13,prime,True,False,False,False,0,0.088 ms,0.139 ms,0.640 ms,0.076 ms,"[(9, True, True)]",,
Probabilistisch,Fermat (k = 1),15,prime,False,True,True,False,1.0,0.082 ms,0.095 ms,0.285 ms,0.023 ms,"[(14, True, True)]",,
Probabilistisch,Fermat (k = 1),17,prime,True,False,False,False,0,0.090 ms,0.140 ms,0.564 ms,0.074 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),19,prime,True,False,False,False,0,0.091 ms,0.132 ms,0.729 ms,0.088 ms,"[(18, True, True)]",,
Probabilistisch,Fermat (k = 1),21,composite,False,False,False,False,0,0.089 ms,0.258 ms,3.044 ms,0.370 ms,"[(3, False, None)]",,ggT ≠ 1
