n_numbers, 1000
start, 1
end, 1000000000000000
test_repeats, 100
number_type, g:0.5
variant, 2
seed, 16117
group_range, Probabilistisch, n=1000, start=1, end=1000000000000000
group_range, Lucas, n=10, start=1, end=1000
group_range, Langsam, n=10, start=1, end=1000
group_range, Proth-Tests, n=10, start=1, end=1000
group_range, Pocklington-Tests, n=10, start=1, end=1000
group_range, Rao, n=10, start=1, end=1000
group_range, Ramzy, n=10, start=1, end=1000
group_range, Fermat-Zahlen, n=10, start=1, end=1000
group_range, Mersenne-Zahlen, n=10, start=1, end=1000

test_avg, Fermat (k = 1), avg_false_positive=0.005, avg_false_negative=0.000, avg_error_rate=0.005, avg_best_time=0.034 ms, avg_avg_time=0.039 ms, avg_worst_time=0.173 ms, avg_std_dev=0.016
test_avg, Miller-Selfridge-Rabin (k = 1), avg_false_positive=0.002, avg_false_negative=0.000, avg_error_rate=0.002, avg_best_time=0.047 ms, avg_avg_time=0.055 ms, avg_worst_time=0.177 ms, avg_std_dev=0.016
test_avg, Solovay-Strassen (k = 1), avg_false_positive=0.002, avg_false_negative=0.000, avg_error_rate=0.002, avg_best_time=0.010 ms, avg_avg_time=0.011 ms, avg_worst_time=0.043 ms, avg_std_dev=0.004

Gruppe,Test,Zahl,Ergebnis,true_prime,is_error,false_positive,false_negative,error_rate,best_time,avg_time,worst_time,std_dev,a_values,other_fields,reason
Probabilistisch,Fermat (k = 1),2,prime,True,False,False,False,0,0.000 ms,0.000 ms,0.002 ms,0.000 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),3,prime,True,False,False,False,0,0.033 ms,0.039 ms,0.215 ms,0.020 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),5,prime,True,False,False,False,0,0.032 ms,0.061 ms,0.974 ms,0.109 ms,"[(3, True, True)]",,
Probabilistisch,Fermat (k = 1),7,prime,True,False,False,False,0,0.033 ms,0.044 ms,0.514 ms,0.049 ms,"[(2, True, True)]",,
Probabilistisch,Fermat (k = 1),11,prime,True,False,False,False,0,0.032 ms,0.036 ms,0.096 ms,0.008 ms,"[(6, True, True)]",,
Probabilistisch,Fermat (k = 1),13,prime,True,False,False,False,0,0.033 ms,0.037 ms,0.100 ms,0.009 ms,"[(3, True, True)]",,
Probabilistisch,Fermat (k = 1),15,composite,False,False,False,False,0,0.033 ms,0.036 ms,0.076 ms,0.007 ms,"[(13, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),17,prime,True,False,False,False,0,0.032 ms,0.035 ms,0.083 ms,0.005 ms,"[(13, True, True)]",,
Probabilistisch,Fermat (k = 1),19,prime,True,False,False,False,0,0.033 ms,0.036 ms,0.071 ms,0.005 ms,"[(7, True, True)]",,
Probabilistisch,Fermat (k = 1),21,composite,False,False,False,False,0,0.033 ms,0.036 ms,0.086 ms,0.008 ms,"[(9, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),23,prime,True,False,False,False,0,0.033 ms,0.037 ms,0.099 ms,0.007 ms,"[(11, True, True)]",,
Probabilistisch,Fermat (k = 1),29,prime,True,False,False,False,0,0.032 ms,0.035 ms,0.092 ms,0.006 ms,"[(18, True, True)]",,
Probabilistisch,Fermat (k = 1),31,prime,True,False,False,False,0,0.032 ms,0.097 ms,1.226 ms,0.134 ms,"[(29, True, True)]",,
Probabilistisch,Fermat (k = 1),33,composite,False,False,False,False,0,0.035 ms,0.055 ms,0.192 ms,0.023 ms,"[(16, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),35,composite,False,False,False,False,0,0.033 ms,0.038 ms,0.093 ms,0.010 ms,"[(21, False, None)]",,ggT ≠ 1
Probabilistisch,Fermat (k = 1),37,prime,True,False,False,False,0,0.032 ms,0.036 ms,0.101 ms,0.007 ms,"[(36, True, True)]",,
Probabilistisch,Fermat (k = 1),39,composite,False,False,False,False,0,0.033 ms,0.035 ms,0.108 ms,0.008 ms,"[(28, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),41,prime,True,False,False,False,0,0.032 ms,0.034 ms,0.069 ms,0.004 ms,"[(17, True, True)]",,
Probabilistisch,Fermat (k = 1),43,prime,True,False,False,False,0,0.032 ms,0.035 ms,0.085 ms,0.005 ms,"[(30, True, True)]",,
Probabilistisch,Fermat (k = 1),45,composite,False,False,False,False,0,0.033 ms,0.036 ms,0.080 ms,0.005 ms,"[(4, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),47,prime,True,False,False,False,0,0.033 ms,0.036 ms,0.082 ms,0.005 ms,"[(8, True, True)]",,
Probabilistisch,Fermat (k = 1),51,composite,False,False,False,False,0,0.033 ms,0.035 ms,0.062 ms,0.003 ms,"[(41, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),53,prime,True,False,False,False,0,0.033 ms,0.035 ms,0.080 ms,0.005 ms,"[(12, True, True)]",,
Probabilistisch,Fermat (k = 1),55,composite,False,False,False,False,0,0.033 ms,0.035 ms,0.063 ms,0.003 ms,"[(4, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),57,composite,False,False,False,False,0,0.032 ms,0.037 ms,0.094 ms,0.010 ms,"[(34, True, False)]",,a^{n-1} ≠ 1
Probabilistisch,Fermat (k = 1),59,prime,True,False,False,False,0,0.032 ms,0.037 ms,0.102 ms,0.010 ms,"[(25, True, True)]",,
