n,avg_time,std_dev,label
126225,2.0999927073717116e-06,1.42654104706873e-06,Fermat (k=5)
216739,1.6200356185436249e-06,5.263384536798936e-07,Fermat (k=5)
388389,9.999610483646393e-07,6.203852214321397e-07,Fermat (k=5)
770487,1.180032268166542e-06,5.356692220672546e-07,Fermat (k=5)
877572,7.999595254659653e-07,3.674421064706963e-07,Fermat (k=5)
