n,avg_time,std_dev,best_time,worst_time,label
126225,3.220047801733017e-06,2.4933831726504058e-06,1.700129359960556e-06,7.6000578701496124e-06,Fermat (k=5)
216739,2.0598992705345156e-06,7.569041936939211e-07,1.600012183189392e-06,3.3997930586338043e-06,Fermat (k=5)
388389,2.8800684958696364e-06,2.02408909585449e-06,1.600012183189392e-06,6.400048732757568e-06,Fermat (k=5)
770487,1.8800143152475358e-06,4.0853125827996994e-07,1.600012183189392e-06,2.5997869670391083e-06,Fermat (k=5)
877572,1.739896833896637e-06,2.701225529903917e-07,1.4998950064182281e-06,2.1997839212417603e-06,Fermat (k=5)
