n,avg_time,std_dev,label
126225,3.3999793231487272e-06,2.1295072928977125e-06,Fermat (k=5)
216739,1.519918441772461e-06,6.261540044178445e-07,Fermat (k=5)
388389,1.0600779205560684e-06,8.018251981244997e-07,Fermat (k=5)
770487,1.1799391359090805e-06,5.674568203119839e-07,Fermat (k=5)
877572,7.600057870149612e-07,3.2101112418602886e-07,Fermat (k=5)
