n,avg_time,std_dev,label
126225,2.699950709939003e-06,2.0037297948703597e-06,Fermat (k=5)
216739,1.4800112694501878e-06,4.2070305524960485e-07,Fermat (k=5)
388389,1.5399884432554245e-06,4.3355539759657505e-07,Fermat (k=5)
770487,1.4800112694501878e-06,3.49354315816037e-07,Fermat (k=5)
877572,1.3799872249364853e-06,3.1138332785993773e-07,Fermat (k=5)
