n,avg_time,std_dev,best_time,worst_time,label
356787,3.220047801733017e-06,2.640418180453553e-06,1.2998934835195541e-06,7.699942216277122e-06,Fermat (k=5)
138349,6.259977817535401e-06,1.1886832987817533e-06,5.3998082876205444e-06,8.299946784973145e-06,Fermat (k=5)
554179,5.759997293353081e-06,5.504225985145382e-07,5.400041118264198e-06,6.6999346017837524e-06,Fermat (k=5)
334053,1.4799647033214568e-06,3.114655592192461e-07,1.200009137392044e-06,2.00001522898674e-06,Fermat (k=5)
276779,5.759997293353081e-06,3.577996461052879e-07,5.5998098105192184e-06,6.400048732757568e-06,Fermat (k=5)
