n,avg_time,std_dev,best_time,worst_time,label
126225,3.1799543648958204e-06,2.351000408236537e-06,1.400010660290718e-06,7.00005330145359e-06,Fermat (k=5)
216739,1.5400350093841552e-06,5.983238961996445e-07,1.200009137392044e-06,2.600019797682762e-06,Fermat (k=5)
388389,1.4000572264194488e-06,3.4637920706320416e-07,1.100124791264534e-06,2.00001522898674e-06,Fermat (k=5)
770487,1.380033791065216e-06,2.489905425170749e-07,1.200009137392044e-06,1.800013706088066e-06,Fermat (k=5)
877572,1.2199860066175461e-06,1.6441012403476507e-07,1.0998919606208801e-06,1.500127837061882e-06,Fermat (k=5)
