n,avg_time,std_dev,label
126225,2.6399735361337663e-06,1.7952832930499845e-06,Fermat (k=5)
216739,1.4399643987417222e-06,5.413246771262569e-07,Fermat (k=5)
388389,9.600073099136352e-07,6.580412164701043e-07,Fermat (k=5)
770487,9.800773113965987e-07,4.4383446716380154e-07,Fermat (k=5)
877572,7.400289177894592e-07,3.5074611555476754e-07,Fermat (k=5)
