n,avg_time,std_dev,label
126225,2.900091931223869e-06,2.0211364043499092e-06,Fermat (k=5)
216739,1.91996805369854e-06,1.3917938206335315e-06,Fermat (k=5)
388389,9.399838745594024e-07,6.188201037539909e-07,Fermat (k=5)
770487,1.139892265200615e-06,5.59478699405159e-07,Fermat (k=5)
877572,7.599592208862305e-07,3.7819631150145234e-07,Fermat (k=5)
